x,y,ux,uy
   1.50000e-01,   9.00000e-01,   3.12710e-03,   2.22673e-02
   2.00000e-01,   9.00000e-01,   2.68535e-03,   2.22509e-02
   2.50000e-01,   9.00000e-01,   2.24156e-03,   2.22341e-02
   3.00000e-01,   9.00000e-01,   1.79584e-03,   2.22181e-02
   3.50000e-01,   9.00000e-01,   1.34844e-03,   2.22044e-02
   4.00000e-01,   9.00000e-01,   8.99727e-04,   2.21939e-02
   4.50000e-01,   9.00000e-01,   4.50096e-04,   2.21873e-02
   5.00000e-01,   9.00000e-01,  -6.71903e-16,   2.21850e-02
   5.50000e-01,   9.00000e-01,  -4.50096e-04,   2.21873e-02
   6.00000e-01,   9.00000e-01,  -8.99727e-04,   2.21939e-02
   6.50000e-01,   9.00000e-01,  -1.34844e-03,   2.22044e-02
   7.00000e-01,   9.00000e-01,  -1.79584e-03,   2.22181e-02
   7.50000e-01,   9.00000e-01,  -2.24156e-03,   2.22341e-02
   8.00000e-01,   9.00000e-01,  -2.68535e-03,   2.22509e-02
   8.50000e-01,   9.00000e-01,  -3.12710e-03,   2.22673e-02
   9.00000e-01,   9.00000e-01,  -3.56686e-03,   2.22814e-02
   9.50000e-01,   9.00000e-01,  -4.00490e-03,   2.22916e-02
   1.00000e+00,   9.00000e-01,  -4.44176e-03,   2.22959e-02
   0.00000e+00,   9.50000e-01,   4.44200e-03,   2.35445e-02
   5.00000e-02,   9.50000e-01,   4.00416e-03,   2.35421e-02
   1.00000e-01,   9.50000e-01,   3.56536e-03,   2.35347e-02
   1.50000e-01,   9.50000e-01,   3.12511e-03,   2.35240e-02
   2.00000e-01,   9.50000e-01,   2.68314e-03,   2.35112e-02
   2.50000e-01,   9.50000e-01,   2.23935e-03,   2.34978e-02
   3.00000e-01,   9.50000e-01,   1.79385e-03,   2.34849e-02
   3.50000e-01,   9.50000e-01,   1.34683e-03,   2.34738e-02
   4.00000e-01,   9.50000e-01,   8.98590e-04,   2.34652e-02
   4.50000e-01,   9.50000e-01,   4.49511e-04,   2.34598e-02
   5.00000e-01,   9.50000e-01,  -7.18782e-16,   2.34580e-02
   5.50000e-01,   9.50000e-01,  -4.49511e-04,   2.34598e-02
   6.00000e-01,   9.50000e-01,  -8.98590e-04,   2.34652e-02
   6.50000e-01,   9.50000e-01,  -1.34683e-03,   2.34738e-02
   7.00000e-01,   9.50000e-01,  -1.79385e-03,   2.34849e-02
   7.50000e-01,   9.50000e-01,  -2.23935e-03,   2.34978e-02
   8.00000e-01,   9.50000e-01,  -2.68314e-03,   2.35112e-02
   8.50000e-01,   9.50000e-01,  -3.12511e-03,   2.35240e-02
   9.00000e-01,   9.50000e-01,  -3.56536e-03,   2.35347e-02
   9.50000e-01,   9.50000e-01,  -4.00416e-03,   2.35421e-02
   1.00000e+00,   9.50000e-01,  -4.44200e-03,   2.35445e-02
   0.00000e+00,   1.00000e+00,   4.44097e-03,   2.47959e-02
   5.00000e-02,   1.00000e+00,   4.00232e-03,   2.47948e-02
   1.00000e-01,   1.00000e+00,   3.56290e-03,   2.47897e-02
   1.50000e-01,   1.00000e+00,   3.12227e-03,   2.47816e-02
   2.00000e-01,   1.00000e+00,   2.68016e-03,   2.47717e-02
   2.50000e-01,   1.00000e+00,   2.23649e-03,   2.47611e-02
   3.00000e-01,   1.00000e+00,   1.79130e-03,   2.47509e-02
   3.50000e-01,   1.00000e+00,   1.34477e-03,   2.47420e-02
   4.00000e-01,   1.00000e+00,   8.97147e-04,   2.47350e-02
   4.50000e-01,   1.00000e+00,   4.48769e-04,   2.47307e-02
   5.00000e-01,   1.00000e+00,  -7.68396e-16,   2.47292e-02
   5.50000e-01,   1.00000e+00,  -4.48769e-04,   2.47307e-02
   6.00000e-01,   1.00000e+00,  -8.97147e-04,   2.47350e-02
   6.50000e-01,   1.00000e+00,  -1.34477e-03,   2.47420e-02
   7.00000e-01,   1.00000e+00,  -1.79130e-03,   2.47509e-02
   7.50000e-01,   1.00000e+00,  -2.23649e-03,   2.47611e-02
   8.00000e-01,   1.00000e+00,  -2.68016e-03,   2.47717e-02
   8.50000e-01,   1.00000e+00,  -3.12227e-03,   2.47816e-02
   9.00000e-01,   1.00000e+00,  -3.56290e-03,   2.47897e-02
   9.50000e-01,   1.00000e+00,  -4.00232e-03,   2.47948e-02
   1.00000e+00,   1.00000e+00,  -4.44097e-03,   2.47959e-02
   0.00000e+00,   1.05000e+00,   4.43916e-03,   2.60495e-02
   5.00000e-02,   1.05000e+00,   3.99985e-03,   2.60494e-02
   1.00000e-01,   1.05000e+00,   3.55992e-03,   2.60459e-02
   1.50000e-01,   1.05000e+00,   3.11900e-03,   2.60399e-02
   2.00000e-01,   1.05000e+00,   2.67683e-03,   2.60324e-02
   2.50000e-01,   1.05000e+00,   2.23332e-03,   2.60241e-02
   3.00000e-01,   1.05000e+00,   1.78850e-03,   2.60161e-02
   3.50000e-01,   1.05000e+00,   1.34251e-03,   2.60090e-02
   4.00000e-01,   1.05000e+00,   8.95570e-04,   2.60035e-02
   4.50000e-01,   1.05000e+00,   4.47957e-04,   2.60000e-02
   5.00000e-01,   1.05000e+00,  -8.14170e-16,   2.59988e-02
   5.50000e-01,   1.05000e+00,  -4.47957e-04,   2.60000e-02
   6.00000e-01,   1.05000e+00,  -8.95570e-04,   2.60035e-02
   6.50000e-01,   1.05000e+00,  -1.34251e-03,   2.60090e-02
   7.00000e-01,   1.05000e+00,  -1.78850e-03,   2.60161e-02
   7.50000e-01,   1.05000e+00,  -2.23332e-03,   2.60241e-02
   8.00000e-01,   1.05000e+00,  -2.67683e-03,   2.60324e-02
   8.50000e-01,   1.05000e+00,  -3.11900e-03,   2.60399e-02
   9.00000e-01,   1.05000e+00,  -3.55992e-03,   2.60459e-02
   9.50000e-01,   1.05000e+00,  -3.99985e-03,   2.60494e-02
   1.00000e+00,   1.05000e+00,  -4.43916e-03,   2.60495e-02
   0.00000e+00,   1.10000e+00,   4.43691e-03,   2.73050e-02
   5.00000e-02,   1.10000e+00,   3.99706e-03,   2.73055e-02
   1.00000e-01,   1.10000e+00,   3.55674e-03,   2.73033e-02
   1.50000e-01,   1.10000e+00,   3.11559e-03,   2.72989e-02
   2.00000e-01,   1.10000e+00,   2.67341e-03,   2.72933e-02
   2.50000e-01,   1.10000e+00,   2.23010e-03,   2.72869e-02
   3.00000e-01,   1.10000e+00,   1.78567e-03,   2.72807e-02
   3.50000e-01,   1.10000e+00,   1.34023e-03,   2.72751e-02
   4.00000e-01,   1.10000e+00,   8.93976e-04,   2.72707e-02
   4.50000e-01,   1.10000e+00,   4.47138e-04,   2.72679e-02
   5.00000e-01,   1.10000e+00,  -8.64820e-16,   2.72670e-02
   5.50000e-01,   1.10000e+00,  -4.47138e-04,   2.72679e-02
   6.00000e-01,   1.10000e+00,  -8.93976e-04,   2.72707e-02
   6.50000e-01,   1.10000e+00,  -1.34023e-03,   2.72751e-02
   7.00000e-01,   1.10000e+00,  -1.78567e-03,   2.72807e-02
   7.50000e-01,   1.10000e+00,  -2.23010e-03,   2.72869e-02
   8.00000e-01,   1.10000e+00,  -2.67341e-03,   2.72933e-02
   8.50000e-01,   1.10000e+00,  -3.11559e-03,   2.72989e-02
   9.00000e-01,   1.10000e+00,  -3.55674e-03,   2.73033e-02
   9.50000e-01,   1.10000e+00,  -3.99706e-03,   2.73055e-02
   1.00000e+00,   1.10000e+00,  -4.43691e-03,   2.73050e-02
   0.00000e+00,   1.15000e+00,   4.43447e-03,   2.85620e-02
   5.00000e-02,   1.15000e+00,   3.99421e-03,   2.85629e-02
   1.00000e-01,   1.15000e+00,   3.55356e-03,   2.85616e-02
   1.50000e-01,   1.15000e+00,   3.11225e-03,   2.85585e-02
   2.00000e-01,   1.15000e+00,   2.67009e-03,   2.85543e-02
   2.50000e-01,   1.15000e+00,   2.22698e-03,   2.85495e-02
   3.00000e-01,   1.15000e+00,   1.78294e-03,   2.85447e-02
   3.50000e-01,   1.15000e+00,   1.33804e-03,   2.85403e-02
   4.00000e-01,   1.15000e+00,   8.92444e-04,   2.85369e-02
   4.50000e-01,   1.15000e+00,   4.46351e-04,   2.85348e-02
   5.00000e-01,   1.15000e+00,  -9.09560e-16,   2.85340e-02
   5.50000e-01,   1.15000e+00,  -4.46351e-04,   2.85348e-02
   6.00000e-01,   1.15000e+00,  -8.92444e-04,   2.85369e-02
   6.50000e-01,   1.15000e+00,  -1.33804e-03,   2.85403e-02
   7.00000e-01,   1.15000e+00,  -1.78294e-03,   2.85447e-02
   7.50000e-01,   1.15000e+00,  -2.22698e-03,   2.85495e-02
   8.00000e-01,   1.15000e+00,  -2.67009e-03,   2.85543e-02
   8.50000e-01,   1.15000e+00,  -3.11225e-03,   2.85585e-02
   9.00000e-01,   1.15000e+00,  -3.55356e-03,   2.85616e-02
   9.50000e-01,   1.15000e+00,  -3.99421e-03,   2.85629e-02
   1.00000e+00,   1.15000e+00,  -4.43447e-03,   2.85620e-02
   0.00000e+00,   1.20000e+00,   4.43203e-03,   2.98202e-02
   5.00000e-02,   1.20000e+00,   3.99143e-03,   2.98213e-02
   1.00000e-01,   1.20000e+00,   3.55053e-03,   2.98206e-02
   1.50000e-01,   1.20000e+00,   3.10911e-03,   2.98185e-02
   2.00000e-01,   1.20000e+00,   2.66698e-03,   2.98155e-02
   2.50000e-01,   1.20000e+00,   2.22408e-03,   2.98119e-02
   3.00000e-01,   1.20000e+00,   1.78040e-03,   2.98082e-02
   3.50000e-01,   1.20000e+00,   1.33601e-03,   2.98049e-02
   4.00000e-01,   1.20000e+00,   8.91022e-04,   2.98023e-02
   4.50000e-01,   1.20000e+00,   4.45619e-04,   2.98006e-02
   5.00000e-01,   1.20000e+00,  -9.61321e-16,   2.98000e-02
   5.50000e-01,   1.20000e+00,  -4.45619e-04,   2.98006e-02
   6.00000e-01,   1.20000e+00,  -8.91022e-04,   2.98023e-02
   6.50000e-01,   1.20000e+00,  -1.33601e-03,   2.98049e-02
   7.00000e-01,   1.20000e+00,  -1.78040e-03,   2.98082e-02
   7.50000e-01,   1.20000e+00,  -2.22408e-03,   2.98119e-02
   8.00000e-01,   1.20000e+00,  -2.66698e-03,   2.98155e-02
   8.50000e-01,   1.20000e+00,  -3.10911e-03,   2.98185e-02
   9.00000e-01,   1.20000e+00,  -3.55053e-03,   2.98206e-02
   9.50000e-01,   1.20000e+00,  -3.99143e-03,   2.98213e-02
   1.00000e+00,   1.20000e+00,  -4.43203e-03,   2.98202e-02
   0.00000e+00,   1.25000e+00,   4.42970e-03,   3.10793e-02
   5.00000e-02,   1.25000e+00,   3.98883e-03,   3.10805e-02
   1.00000e-01,   1.25000e+00,   3.54774e-03,   3.10802e-02
   1.50000e-01,   1.25000e+00,   3.10623e-03,   3.10789e-02
   2.00000e-01,   1.25000e+00,   2.66416e-03,   3.10767e-02
   2.50000e-01,   1.25000e+00,   2.22145e-03,   3.10741e-02
   3.00000e-01,   1.25000e+00,   1.77810e-03,   3.10713e-02
   3.50000e-01,   1.25000e+00,   1.33416e-03,   3.10688e-02
   4.00000e-01,   1.25000e+00,   8.89734e-04,   3.10668e-02
   4.50000e-01,   1.25000e+00,   4.44958e-04,   3.10655e-02
   5.00000e-01,   1.25000e+00,  -1.01633e-15,   3.10651e-02
   5.50000e-01,   1.25000e+00,  -4.44958e-04,   3.10655e-02
   6.00000e-01,   1.25000e+00,  -8.89734e-04,   3.10668e-02
   6.50000e-01,   1.25000e+00,  -1.33416e-03,   3.10688e-02
   7.00000e-01,   1.25000e+00,  -1.77810e-03,   3.10713e-02
   7.50000e-01,   1.25000e+00,  -2.22145e-03,   3.10741e-02
   8.00000e-01,   1.25000e+00,  -2.66416e-03,   3.10767e-02
   8.50000e-01,   1.25000e+00,  -3.10623e-03,   3.10789e-02
   9.00000e-01,   1.25000e+00,  -3.54774e-03,   3.10802e-02
   9.50000e-01,   1.25000e+00,  -3.98883e-03,   3.10805e-02
   1.00000e+00,   1.25000e+00,  -4.42970e-03,   3.10793e-02
   0.00000e+00,   1.30000e+00,   4.42753e-03,   3.23391e-02
   5.00000e-02,   1.30000e+00,   3.98646e-03,   3.23403e-02
   1.00000e-01,   1.30000e+00,   3.54522e-03,   3.23404e-02
   1.50000e-01,   1.30000e+00,   3.10366e-03,   3.23396e-02
   2.00000e-01,   1.30000e+00,   2.66164e-03,   3.23381e-02
   2.50000e-01,   1.30000e+00,   2.21911e-03,   3.23362e-02
   3.00000e-01,   1.30000e+00,   1.77606e-03,   3.23342e-02
   3.50000e-01,   1.30000e+00,   1.33253e-03,   3.23323e-02
   4.00000e-01,   1.30000e+00,   8.88594e-04,   3.23308e-02
   4.50000e-01,   1.30000e+00,   4.44372e-04,   3.23298e-02
   5.00000e-01,   1.30000e+00,  -1.07009e-15,   3.23295e-02
   5.50000e-01,   1.30000e+00,  -4.44372e-04,   3.23298e-02
   6.00000e-01,   1.30000e+00,  -8.88594e-04,   3.23308e-02
   6.50000e-01,   1.30000e+00,  -1.33253e-03,   3.23323e-02
   7.00000e-01,   1.30000e+00,  -1.77606e-03,   3.23342e-02
   7.50000e-01,   1.30000e+00,  -2.21911e-03,   3.23362e-02
   8.00000e-01,   1.30000e+00,  -2.66164e-03,   3.23381e-02
   8.50000e-01,   1.30000e+00,  -3.10366e-03,   3.23396e-02
   9.00000e-01,   1.30000e+00,  -3.54522e-03,   3.23404e-02
   9.50000e-01,   1.30000e+00,  -3.98646e-03,   3.23403e-02
   1.00000e+00,   1.30000e+00,  -4.42753e-03,   3.23391e-02
   0.00000e+00,   1.35000e+00,   4.42558e-03,   3.35995e-02
   5.00000e-02,   1.35000e+00,   3.98435e-03,   3.36006e-02
   1.00000e-01,   1.35000e+00,   3.54300e-03,   3.36009e-02
   1.50000e-01,   1.35000e+00,   3.10140e-03,   3.36005e-02
   2.00000e-01,   1.35000e+00,   2.65944e-03,   3.35995e-02
   2.50000e-01,   1.35000e+00,   2.21707e-03,   3.35981e-02
   3.00000e-01,   1.35000e+00,   1.77429e-03,   3.35967e-02
   3.50000e-01,   1.35000e+00,   1.33111e-03,   3.35953e-02
   4.00000e-01,   1.35000e+00,   8.87601e-04,   3.35942e-02
   4.50000e-01,   1.35000e+00,   4.43861e-04,   3.35935e-02
   5.00000e-01,   1.35000e+00,  -1.10507e-15,   3.35932e-02
   5.50000e-01,   1.35000e+00,  -4.43861e-04,   3.35935e-02
   6.00000e-01,   1.35000e+00,  -8.87601e-04,   3.35942e-02
   6.50000e-01,   1.35000e+00,  -1.33111e-03,   3.35953e-02
   7.00000e-01,   1.35000e+00,  -1.77429e-03,   3.35967e-02
   7.50000e-01,   1.35000e+00,  -2.21707e-03,   3.35981e-02
   8.00000e-01,   1.35000e+00,  -2.65944e-03,   3.35995e-02
   8.50000e-01,   1.35000e+00,  -3.10140e-03,   3.36005e-02
   9.00000e-01,   1.35000e+00,  -3.54300e-03,   3.36009e-02
   9.50000e-01,   1.35000e+00,  -3.98435e-03,   3.36006e-02
   1.00000e+00,   1.35000e+00,  -4.42558e-03,   3.35995e-02
   0.00000e+00,   1.40000e+00,   4.42385e-03,   3.48603e-02
   5.00000e-02,   1.40000e+00,   3.98251e-03,   3.48613e-02
   1.00000e-01,   1.40000e+00,   3.54108e-03,   3.48617e-02
   1.50000e-01,   1.40000e+00,   3.09945e-03,   3.48615e-02
   2.00000e-01,   1.40000e+00,   2.65755e-03,   3.48609e-02
   2.50000e-01,   1.40000e+00,   2.21532e-03,   3.48600e-02
   3.00000e-01,   1.40000e+00,   1.77276e-03,   3.48590e-02
   3.50000e-01,   1.40000e+00,   1.32988e-03,   3.48580e-02
   4.00000e-01,   1.40000e+00,   8.86748e-04,   3.48572e-02
   4.50000e-01,   1.40000e+00,   4.43423e-04,   3.48567e-02
   5.00000e-01,   1.40000e+00,  -1.14049e-15,   3.48565e-02
   5.50000e-01,   1.40000e+00,  -4.43423e-04,   3.48567e-02
   6.00000e-01,   1.40000e+00,  -8.86748e-04,   3.48572e-02
   6.50000e-01,   1.40000e+00,  -1.32988e-03,   3.48580e-02
   7.00000e-01,   1.40000e+00,  -1.77276e-03,   3.48590e-02
   7.50000e-01,   1.40000e+00,  -2.21532e-03,   3.48600e-02
   8.00000e-01,   1.40000e+00,  -2.65755e-03,   3.48609e-02
   8.50000e-01,   1.40000e+00,  -3.09945e-03,   3.48615e-02
   9.00000e-01,   1.40000e+00,  -3.54108e-03,   3.48617e-02
   9.50000e-01,   1.40000e+00,  -3.98251e-03,   3.48613e-02
   1.00000e+00,   1.40000e+00,  -4.42385e-03,   3.48603e-02
   0.00000e+00,   1.45000e+00,   4.42235e-03,   3.61214e-02
   5.00000e-02,   1.45000e+00,   3.98092e-03,   3.61223e-02
   1.00000e-01,   1.45000e+00,   3.53943e-03,   3.61228e-02
   1.50000e-01,   1.45000e+00,   3.09779e-03,   3.61228e-02
   2.00000e-01,   1.45000e+00,   2.65594e-03,   3.61224e-02
   2.50000e-01,   1.45000e+00,   2.21383e-03,   3.61219e-02
   3.00000e-01,   1.45000e+00,   1.77146e-03,   3.61212e-02
   3.50000e-01,   1.45000e+00,   1.32885e-03,   3.61205e-02
   4.00000e-01,   1.45000e+00,   8.86026e-04,   3.61199e-02
   4.50000e-01,   1.45000e+00,   4.43052e-04,   3.61195e-02
   5.00000e-01,   1.45000e+00,  -1.17805e-15,   3.61194e-02
   5.50000e-01,   1.45000e+00,  -4.43052e-04,   3.61195e-02
   6.00000e-01,   1.45000e+00,  -8.86026e-04,   3.61199e-02
   6.50000e-01,   1.45000e+00,  -1.32885e-03,   3.61205e-02
   7.00000e-01,   1.45000e+00,  -1.77146e-03,   3.61212e-02
   7.50000e-01,   1.45000e+00,  -2.21383e-03,   3.61219e-02
   8.00000e-01,   1.45000e+00,  -2.65594e-03,   3.61224e-02
   8.50000e-01,   1.45000e+00,  -3.09779e-03,   3.61228e-02
   9.00000e-01,   1.45000e+00,  -3.53943e-03,   3.61228e-02
   9.50000e-01,   1.45000e+00,  -3.98092e-03,   3.61223e-02
   1.00000e+00,   1.45000e+00,  -4.42235e-03,   3.61214e-02
   0.00000e+00,   1.50000e+00,   4.42107e-03,   3.73827e-02
   5.00000e-02,   1.50000e+00,   3.97957e-03,   3.73835e-02
   1.00000e-01,   1.50000e+00,   3.53803e-03,   3.73840e-02
   1.50000e-01,   1.50000e+00,   3.09639e-03,   3.73841e-02
   2.00000e-01,   1.50000e+00,   2.65459e-03,   3.73840e-02
   2.50000e-01,   1.50000e+00,   2.21259e-03,   3.73836e-02
   3.00000e-01,   1.50000e+00,   1.77038e-03,   3.73832e-02
   3.50000e-01,   1.50000e+00,   1.32798e-03,   3.73827e-02
   4.00000e-01,   1.50000e+00,   8.85422e-04,   3.73823e-02
   4.50000e-01,   1.50000e+00,   4.42742e-04,   3.73821e-02
   5.00000e-01,   1.50000e+00,  -1.22294e-15,   3.73820e-02
   5.50000e-01,   1.50000e+00,  -4.42742e-04,   3.73821e-02
   6.00000e-01,   1.50000e+00,  -8.85422e-04,   3.73823e-02
   6.50000e-01,   1.50000e+00,  -1.32798e-03,   3.73827e-02
   7.00000e-01,   1.50000e+00,  -1.77038e-03,   3.73832e-02
   7.50000e-01,   1.50000e+00,  -2.21259e-03,   3.73836e-02
   8.00000e-01,   1.50000e+00,  -2.65459e-03,   3.73840e-02
   8.50000e-01,   1.50000e+00,  -3.09639e-03,   3.73841e-02
   9.00000e-01,   1.50000e+00,  -3.53803e-03,   3.73840e-02
   9.50000e-01,   1.50000e+00,  -3.97957e-03,   3.73835e-02
   1.00000e+00,   1.50000e+00,  -4.42107e-03,   3.73827e-02
   0.00000e+00,   1.55000e+00,   4.41998e-03,   3.86442e-02
   5.00000e-02,   1.55000e+00,   3.97844e-03,   3.86449e-02
   1.00000e-01,   1.55000e+00,   3.53687e-03,   3.86454e-02
   1.50000e-01,   1.55000e+00,   3.09523e-03,   3.86455e-02
   2.00000e-01,   1.55000e+00,   2.65347e-03,   3.86455e-02
   2.50000e-01,   1.55000e+00,   2.21155e-03,   3.86454e-02
   3.00000e-01,   1.55000e+00,   1.76949e-03,   3.86451e-02
   3.50000e-01,   1.55000e+00,   1.32727e-03,   3.86448e-02
   4.00000e-01,   1.55000e+00,   8.84923e-04,   3.86445e-02
   4.50000e-01,   1.55000e+00,   4.42485e-04,   3.86443e-02
   5.00000e-01,   1.55000e+00,  -1.26922e-15,   3.86443e-02
   5.50000e-01,   1.55000e+00,  -4.42485e-04,   3.86443e-02
   6.00000e-01,   1.55000e+00,  -8.84923e-04,   3.86445e-02
   6.50000e-01,   1.55000e+00,  -1.32727e-03,   3.86448e-02
   7.00000e-01,   1.55000e+00,  -1.76949e-03,   3.86451e-02
   7.50000e-01,   1.55000e+00,  -2.21155e-03,   3.86454e-02
   8.00000e-01,   1.55000e+00,  -2.65347e-03,   3.86455e-02
   8.50000e-01,   1.55000e+00,  -3.09523e-03,   3.86455e-02
   9.00000e-01,   1.55000e+00,  -3.53687e-03,   3.86454e-02
   9.50000e-01,   1.55000e+00,  -3.97844e-03,   3.86449e-02
   1.00000e+00,   1.55000e+00,  -4.41998e-03,   3.86442e-02
   0.00000e+00,   1.60000e+00,   4.41907e-03,   3.99058e-02
   5.00000e-02,   1.60000e+00,   3.97750e-03,   3.99064e-02
   1.00000e-01,   1.60000e+00,   3.53592e-03,   3.99068e-02
   1.50000e-01,   1.60000e+00,   3.09428e-03,   3.99070e-02
   2.00000e-01,   1.60000e+00,   2.65255e-03,   3.99071e-02
   2.50000e-01,   1.60000e+00,   2.21071e-03,   3.99070e-02
   3.00000e-01,   1.60000e+00,   1.76875e-03,   3.99069e-02
   3.50000e-01,   1.60000e+00,   1.32668e-03,   3.99067e-02
   4.00000e-01,   1.60000e+00,   8.84514e-04,   3.99065e-02
   4.50000e-01,   1.60000e+00,   4.42276e-04,   3.99064e-02
   5.00000e-01,   1.60000e+00,  -1.31454e-15,   3.99064e-02
   5.50000e-01,   1.60000e+00,  -4.42276e-04,   3.99064e-02
   6.00000e-01,   1.60000e+00,  -8.84514e-04,   3.99065e-02
   6.50000e-01,   1.60000e+00,  -1.32668e-03,   3.99067e-02
   7.00000e-01,   1.60000e+00,  -1.76875e-03,   3.99069e-02
   7.50000e-01,   1.60000e+00,  -2.21071e-03,   3.99070e-02
   8.00000e-01,   1.60000e+00,  -2.65255e-03,   3.99071e-02
   8.50000e-01,   1.60000e+00,  -3.09428e-03,   3.99070e-02
   9.00000e-01,   1.60000e+00,  -3.53592e-03,   3.99068e-02
   9.50000e-01,   1.60000e+00,  -3.97750e-03,   3.99064e-02
   1.00000e+00,   1.60000e+00,  -4.41907e-03,   3.99058e-02
   0.00000e+00,   1.65000e+00,   4.41833e-03,   4.11675e-02
   5.00000e-02,   1.65000e+00,   3.97674e-03,   4.11680e-02
   1.00000e-01,   1.65000e+00,   3.53514e-03,   4.11684e-02
   1.50000e-01,   1.65000e+00,   3.09350e-03,   4.11686e-02
   2.00000e-01,   1.65000e+00,   2.65180e-03,   4.11687e-02
   2.50000e-01,   1.65000e+00,   2.21003e-03,   4.11687e-02
   3.00000e-01,   1.65000e+00,   1.76816e-03,   4.11686e-02
   3.50000e-01,   1.65000e+00,   1.32621e-03,   4.11685e-02
   4.00000e-01,   1.65000e+00,   8.84184e-04,   4.11684e-02
   4.50000e-01,   1.65000e+00,   4.42106e-04,   4.11684e-02
   5.00000e-01,   1.65000e+00,  -1.35328e-15,   4.11683e-02
   5.50000e-01,   1.65000e+00,  -4.42106e-04,   4.11684e-02
   6.00000e-01,   1.65000e+00,  -8.84184e-04,   4.11684e-02
   6.50000e-01,   1.65000e+00,  -1.32621e-03,   4.11685e-02
   7.00000e-01,   1.65000e+00,  -1.76816e-03,   4.11686e-02
   7.50000e-01,   1.65000e+00,  -2.21003e-03,   4.11687e-02
   8.00000e-01,   1.65000e+00,  -2.65180e-03,   4.11687e-02
   8.50000e-01,   1.65000e+00,  -3.09350e-03,   4.11686e-02
   9.00000e-01,   1.65000e+00,  -3.53514e-03,   4.11684e-02
   9.50000e-01,   1.65000e+00,  -3.97674e-03,   4.11680e-02
   1.00000e+00,   1.65000e+00,  -4.41833e-03,   4.11675e-02
   0.00000e+00,   1.70000e+00,   4.41773e-03,   4.24292e-02
   5.00000e-02,   1.70000e+00,   3.97612e-03,   4.24296e-02
   1.00000e-01,   1.70000e+00,   3.53451e-03,   4.24300e-02
   1.50000e-01,   1.70000e+00,   3.09288e-03,   4.24302e-02
   2.00000e-01,   1.70000e+00,   2.65121e-03,   4.24303e-02
   2.50000e-01,   1.70000e+00,   2.20948e-03,   4.24303e-02
   3.00000e-01,   1.70000e+00,   1.76769e-03,   4.24303e-02
   3.50000e-01,   1.70000e+00,   1.32583e-03,   4.24303e-02
   4.00000e-01,   1.70000e+00,   8.83922e-04,   4.24302e-02
   4.50000e-01,   1.70000e+00,   4.41972e-04,   4.24302e-02
   5.00000e-01,   1.70000e+00,  -1.39542e-15,   4.24302e-02
   5.50000e-01,   1.70000e+00,  -4.41972e-04,   4.24302e-02
   6.00000e-01,   1.70000e+00,  -8.83922e-04,   4.24302e-02
   6.50000e-01,   1.70000e+00,  -1.32583e-03,   4.24303e-02
   7.00000e-01,   1.70000e+00,  -1.76769e-03,   4.24303e-02
   7.50000e-01,   1.70000e+00,  -2.20948e-03,   4.24303e-02
   8.00000e-01,   1.70000e+00,  -2.65121e-03,   4.24303e-02
   8.50000e-01,   1.70000e+00,  -3.09288e-03,   4.24302e-02
   9.00000e-01,   1.70000e+00,  -3.53451e-03,   4.24300e-02
   9.50000e-01,   1.70000e+00,  -3.97612e-03,   4.24296e-02
   1.00000e+00,   1.70000e+00,  -4.41773e-03,   4.24292e-02
   0.00000e+00,   1.75000e+00,   4.41725e-03,   4.36910e-02
   5.00000e-02,   1.75000e+00,   3.97564e-03,   4.36913e-02
   1.00000e-01,   1.75000e+00,   3.53402e-03,   4.36916e-02
   1.50000e-01,   1.75000e+00,   3.09240e-03,   4.36918e-02
   2.00000e-01,   1.75000e+00,   2.65075e-03,   4.36919e-02
   2.50000e-01,   1.75000e+00,   2.20906e-03,   4.36920e-02
   3.00000e-01,   1.75000e+00,   1.76732e-03,   4.36920e-02
   3.50000e-01,   1.75000e+00,   1.32554e-03,   4.36920e-02
   4.00000e-01,   1.75000e+00,   8.83717e-04,   4.36920e-02
   4.50000e-01,   1.75000e+00,   4.41866e-04,   4.36919e-02
   5.00000e-01,   1.75000e+00,  -1.43497e-15,   4.36919e-02
   5.50000e-01,   1.75000e+00,  -4.41866e-04,   4.36919e-02
   6.00000e-01,   1.75000e+00,  -8.83717e-04,   4.36920e-02
   6.50000e-01,   1.75000e+00,  -1.32554e-03,   4.36920e-02
   7.00000e-01,   1.75000e+00,  -1.76732e-03,   4.36920e-02
   7.50000e-01,   1.75000e+00,  -2.20906e-03,   4.36920e-02
   8.00000e-01,   1.75000e+00,  -2.65075e-03,   4.36919e-02
   8.50000e-01,   1.75000e+00,  -3.09240e-03,   4.36918e-02
   9.00000e-01,   1.75000e+00,  -3.53402e-03,   4.36916e-02
   9.50000e-01,   1.75000e+00,  -3.97564e-03,   4.36913e-02
   1.00000e+00,   1.75000e+00,  -4.41725e-03,   4.36910e-02
   0.00000e+00,   1.80000e+00,   4.41688e-03,   4.49528e-02
   5.00000e-02,   1.80000e+00,   3.97526e-03,   4.49530e-02
   1.00000e-01,   1.80000e+00,   3.53365e-03,   4.49532e-02
   1.50000e-01,   1.80000e+00,   3.09203e-03,   4.49534e-02
   2.00000e-01,   1.80000e+00,   2.65039e-03,   4.49535e-02
   2.50000e-01,   1.80000e+00,   2.20873e-03,   4.49536e-02
   3.00000e-01,   1.80000e+00,   1.76704e-03,   4.49536e-02
   3.50000e-01,   1.80000e+00,   1.32531e-03,   4.49536e-02
